"","gmDate","gmTime","teamAbbr","teamLoc","teamRslt","teamMin","teamDayOff","teamPTS","teamAST","teamTO","teamSTL","teamBLK","teamPF","teamFGA","teamFGM","teamFG.","team3PA","team3PM","team3P.","teamFTA","teamFTM","teamFT.","teamORB","teamDRB","teamTRB","teamPTS5","teamPTS6","teamPTS7","teamPTS8","opptAbbr","opptMin","opptDayOff","opptPTS","opptAST","opptTO","opptSTL","opptBLK","opptPF","opptFGA","opptFGM","opptFG.","oppt3PA","oppt3PM","oppt3P.","opptFTA","opptFTM","opptFT.","opptORB","opptDRB","opptTRB","opptPTS5","opptPTS6","opptPTS7","opptPTS8","nrow","teamCircadian","opptCircadian"
"13796","3/27/2014","20:00","HOU","Home","Win",240,3,120,27,20,13,6,22,90,44,0.4889,26,9,0.3462,34,23,0.6765,17,40,57,0,0,0,0,"PHI",240,3,98,23,22,9,5,26,90,35,0.3889,36,14,0.3889,22,14,0.6364,14,25,39,0,0,0,0,2300,-1,0
"13802","3/27/2014","20:00","MIL","Home","Win",240,3,108,15,19,9,8,21,70,39,0.5571,10,6,0.6,34,24,0.7059,9,24,33,0,0,0,0,"LAL",240,2,105,23,20,10,1,24,85,42,0.4941,21,7,0.3333,18,14,0.7778,13,25,38,0,0,0,0,2301,2,2
"13808","3/27/2014","20:30","DAL","Home","Loss",240,2,103,21,18,12,4,21,79,37,0.4684,20,10,0.5,27,19,0.7037,11,32,43,0,0,0,0,"LAC",240,1,109,22,20,10,3,24,82,38,0.4634,26,11,0.4231,25,22,0.88,13,28,41,0,0,0,0,2302,0,0
"13814","3/28/2014","19:00","ORL","Home","Win",265,3,110,17,19,6,6,14,87,39,0.4483,18,6,0.3333,35,26,0.7429,19,38,57,13,0,0,0,"CHA",265,2,105,24,10,7,7,22,97,43,0.4433,22,8,0.3636,14,11,0.7857,9,27,36,8,0,0,0,2303,0,0
"13820","3/28/2014","19:00","TOR","Home","Win",240,2,105,23,11,10,5,18,86,40,0.4651,20,5,0.25,22,20,0.9091,12,24,36,0,0,0,0,"BOS",240,2,103,22,16,7,2,21,76,40,0.5263,18,6,0.3333,20,17,0.85,8,26,34,0,0,0,0,2304,0,0
"13826","3/28/2014","19:00","WAS","Home","Win",240,2,91,20,10,6,4,21,87,34,0.3908,23,7,0.3043,17,16,0.9412,12,31,43,0,0,0,0,"IND",240,2,78,13,17,5,9,19,79,28,0.3544,13,2,0.1538,25,20,0.8,13,35,48,0,0,0,0,2305,0,0
"13832","3/28/2014","19:30","BKN","Home","Win",240,2,108,24,18,10,4,16,71,39,0.5493,29,14,0.4828,21,16,0.7619,7,34,41,0,0,0,0,"CLE",240,2,97,25,12,6,2,16,87,37,0.4253,24,10,0.4167,16,13,0.8125,10,25,35,0,0,0,0,2306,0,0
"13838","3/28/2014","19:30","DET","Home","Loss",240,2,78,20,11,6,4,22,79,30,0.3797,24,3,0.125,21,15,0.7143,12,24,36,0,0,0,0,"MIA",240,2,110,31,9,6,4,14,79,43,0.5443,19,8,0.4211,22,16,0.7273,10,37,47,0,0,0,0,2307,0,0
"13844","3/28/2014","20:00","CHI","Home","Loss",240,4,74,23,13,5,1,16,84,33,0.3929,17,3,0.1765,7,5,0.7143,12,34,46,0,0,0,0,"POR",240,1,91,19,10,8,7,14,80,35,0.4375,22,10,0.4545,16,11,0.6875,10,37,47,0,0,0,0,2308,0,-1
"13850","3/28/2014","20:00","MIN","Home","Win",240,2,143,33,21,6,2,14,76,51,0.6711,18,8,0.4444,40,33,0.825,9,40,49,0,0,0,0,"LAL",240,1,107,22,8,15,2,30,102,44,0.4314,25,7,0.28,15,12,0.8,14,12,26,0,0,0,0,2309,0,0
"13856","3/28/2014","20:00","NO","Home","Win",240,2,102,26,14,9,8,25,71,36,0.507,14,6,0.4286,32,24,0.75,11,26,37,0,0,0,0,"UTA",240,2,95,26,19,8,5,28,68,33,0.4853,21,7,0.3333,27,22,0.8148,6,25,31,0,0,0,0,2310,0,1
"13862","3/28/2014","20:00","OKC","Home","Win",240,3,94,26,14,8,8,22,69,33,0.4783,23,9,0.3913,25,19,0.76,3,35,38,0,0,0,0,"SAC",240,2,81,17,17,6,1,22,85,31,0.3647,18,9,0.5,16,10,0.625,17,32,49,0,0,0,0,2311,0,2
"13868","3/28/2014","21:00","DEN","Home","Loss",240,2,102,15,12,7,8,19,87,35,0.4023,23,6,0.2609,35,26,0.7429,10,31,41,0,0,0,0,"SA",240,2,133,37,14,6,10,25,98,55,0.5612,24,13,0.5417,14,10,0.7143,11,40,51,0,0,0,0,2312,-1,-1
"13874","3/28/2014","22:00","PHO","Home","Win",240,2,112,18,13,8,7,19,88,40,0.4545,33,14,0.4242,23,18,0.7826,18,38,56,0,0,0,0,"NY",240,2,88,14,13,7,2,24,87,35,0.4023,25,8,0.32,16,10,0.625,13,24,37,0,0,0,0,2313,-2,1
"13880","3/28/2014","22:30","GS","Home","Win",240,6,100,22,12,5,6,14,81,40,0.4938,20,9,0.45,14,11,0.7857,10,33,43,0,0,0,0,"MEM",240,2,93,24,9,9,4,15,81,41,0.5062,12,2,0.1667,16,9,0.5625,9,24,33,0,0,0,0,2314,0,-1
"13886","3/29/2014","19:30","PHI","Home","Win",240,2,123,29,14,14,8,25,92,48,0.5217,21,12,0.5714,19,15,0.7895,13,33,46,0,0,0,0,"DET",240,1,98,20,18,8,6,20,85,33,0.3882,21,6,0.2857,32,26,0.8125,15,29,44,0,0,0,0,2315,1,0
"13892","3/29/2014","20:00","HOU","Home","Loss",240,2,107,14,19,2,3,25,79,32,0.4051,25,7,0.28,45,36,0.8,14,35,49,0,0,0,0,"LAC",240,2,118,26,9,10,10,29,89,42,0.4719,41,12,0.2927,36,22,0.6111,12,31,43,0,0,0,0,2316,0,0
"13898","3/29/2014","20:00","WAS","Home","Win",240,1,101,17,13,11,5,22,79,39,0.4937,14,6,0.4286,25,17,0.68,11,33,44,0,0,0,0,"ATL",240,2,97,20,14,6,2,22,80,34,0.425,31,9,0.2903,28,20,0.7143,10,30,40,0,0,0,0,2317,0,0
"13904","3/29/2014","20:30","DAL","Home","Win",240,2,103,28,13,6,7,18,70,34,0.4857,23,7,0.3043,35,28,0.8,6,29,35,0,0,0,0,"SAC",240,1,100,17,20,10,2,29,81,42,0.5185,10,3,0.3,19,13,0.6842,14,33,47,0,0,0,0,2318,0,0
"13910","3/29/2014","20:30","MIL","Home","Loss",240,2,67,15,17,6,4,16,79,27,0.3418,14,4,0.2857,14,9,0.6429,17,23,40,0,0,0,0,"MIA",240,1,88,18,13,5,8,12,74,32,0.4324,23,7,0.3043,21,17,0.8095,14,29,43,0,0,0,0,2319,0,-1
"13916","3/29/2014","20:30","SA","Home","Win",240,1,96,24,13,7,11,16,78,37,0.4744,21,9,0.4286,20,13,0.65,9,37,46,0,0,0,0,"NO",240,1,80,16,14,7,2,19,81,32,0.3951,12,3,0.25,16,13,0.8125,8,33,41,0,0,0,0,2320,1,0
"13922","3/30/2014","15:00","OKC","Home","Win",240,2,116,26,13,6,7,27,74,41,0.5541,18,11,0.6111,26,23,0.8846,7,35,42,0,0,0,0,"UTA",240,2,96,23,14,5,4,17,86,36,0.4186,21,6,0.2857,24,18,0.75,16,24,40,0,0,0,0,2321,0,0
"13928","3/30/2014","15:00","CLE","Home","Win",240,2,90,20,15,6,1,21,76,34,0.4474,14,5,0.3571,21,17,0.8095,10,35,45,0,0,0,0,"IND",240,2,76,21,16,8,3,21,78,29,0.3718,22,8,0.3636,16,10,0.625,10,31,41,0,0,0,0,2322,0,0
"13934","3/30/2014","18:00","BKN","Home","Win",240,2,114,21,20,13,6,22,86,43,0.5,33,12,0.3636,22,16,0.7273,14,29,43,0,0,0,0,"MIN",240,2,99,24,20,12,1,18,83,39,0.4699,12,3,0.25,27,18,0.6667,12,30,42,0,0,0,0,2323,0,1
"13940","3/30/2014","18:00","ORL","Home","Loss",240,2,93,24,19,6,4,23,69,38,0.5507,19,7,0.3684,14,10,0.7143,6,27,33,0,0,0,0,"TOR",240,2,98,13,15,9,2,14,73,33,0.4521,19,6,0.3158,27,26,0.963,8,22,30,0,0,0,0,2324,0,0
"13946","3/30/2014","19:00","BOS","Home","Loss",240,2,102,23,16,9,1,23,87,40,0.4598,29,10,0.3448,16,12,0.75,12,27,39,0,0,0,0,"CHI",240,2,107,24,16,8,5,13,70,37,0.5286,16,8,0.5,31,25,0.8065,2,29,31,0,0,0,0,2325,0,1
"13952","3/30/2014","21:00","GS","Home","Loss",240,2,84,14,12,2,7,19,79,28,0.3544,31,10,0.3226,22,18,0.8182,14,32,46,0,0,0,0,"NY",240,2,89,15,11,5,3,19,80,32,0.4,25,9,0.36,18,16,0.8889,10,30,40,0,0,0,0,2326,0,-1
"13958","3/30/2014","21:00","POR","Home","Win",240,2,105,23,13,6,3,16,75,39,0.52,15,5,0.3333,25,22,0.88,7,32,39,0,0,0,0,"MEM",240,2,98,28,11,11,2,19,89,41,0.4607,17,5,0.2941,18,11,0.6111,13,28,41,0,0,0,0,2327,-2,0
"13964","3/30/2014","21:30","LAL","Home","Win",240,2,115,29,14,10,5,21,83,44,0.5301,18,5,0.2778,24,22,0.9167,5,37,42,0,0,0,0,"PHO",240,2,99,20,14,9,2,20,91,35,0.3846,36,8,0.2222,28,21,0.75,13,35,48,0,0,0,0,2328,-2,-1
"13970","3/31/2014","19:00","CHA","Home","Win",240,3,100,17,11,6,5,15,78,34,0.4359,21,3,0.1429,34,29,0.8529,15,33,48,0,0,0,0,"WAS",240,2,94,26,15,6,3,21,79,38,0.481,17,9,0.5294,13,9,0.6923,9,28,37,0,0,0,0,2329,0,0
"13976","3/31/2014","19:00","IND","Home","Loss",240,1,77,14,16,4,3,22,69,26,0.3768,14,6,0.4286,24,19,0.7917,7,27,34,0,0,0,0,"SA",240,2,103,18,8,10,5,19,80,37,0.4625,17,8,0.4706,25,21,0.84,15,25,40,0,0,0,0,2330,0,1
"13982","3/31/2014","19:30","ATL","Home","Win",240,2,103,25,16,10,0,17,84,36,0.4286,31,7,0.2258,30,24,0.8,13,36,49,0,0,0,0,"PHI",240,2,95,25,20,11,6,27,77,36,0.4675,30,11,0.3667,20,12,0.6,6,34,40,0,0,0,0,2331,0,0
"13988","3/31/2014","19:30","DET","Home","Win",240,2,116,28,11,5,5,26,97,46,0.4742,23,9,0.3913,21,15,0.7143,19,31,50,0,0,0,0,"MIL",240,2,111,28,13,5,5,20,88,39,0.4432,17,5,0.2941,36,28,0.7778,18,32,50,0,0,0,0,2332,0,1
"13994","3/31/2014","19:30","MIA","Home","Win",240,2,93,19,15,5,2,14,66,34,0.5152,25,7,0.28,22,18,0.8182,6,30,36,0,0,0,0,"TOR",240,1,83,17,15,7,1,25,70,35,0.5,26,8,0.3077,10,5,0.5,5,25,30,0,0,0,0,2333,1,0
"14000","3/31/2014","20:00","CHI","Home","Win",240,1,94,28,14,9,3,16,80,38,0.475,16,3,0.1875,16,15,0.9375,11,29,40,0,0,0,0,"BOS",240,1,80,17,18,10,4,15,77,31,0.4026,25,7,0.28,15,11,0.7333,12,25,37,0,0,0,0,2334,-1,-1
"14006","3/31/2014","20:00","MIN","Home","Loss",240,1,104,30,17,9,4,23,96,41,0.4271,26,10,0.3846,14,12,0.8571,12,30,42,0,0,0,0,"LAC",240,2,114,23,18,8,4,18,82,38,0.4634,30,12,0.4,32,26,0.8125,13,36,49,0,0,0,0,2335,-1,0
"14012","3/31/2014","20:00","NO","Home","Loss",240,2,97,22,13,11,10,26,73,36,0.4932,14,5,0.3571,26,20,0.7692,3,27,30,0,0,0,0,"SAC",240,2,102,20,19,7,3,19,80,38,0.475,11,3,0.2727,31,23,0.7419,15,32,47,0,0,0,0,2336,0,0
"14018","3/31/2014","21:00","DEN","Home","Loss",240,3,92,20,14,7,3,23,73,36,0.4932,20,6,0.3,24,14,0.5833,11,32,43,0,0,0,0,"MEM",240,1,94,17,12,7,3,19,85,38,0.4471,9,5,0.5556,23,13,0.5652,17,26,43,0,0,0,0,2337,0,1
"14024","3/31/2014","21:00","UTA","Home","Loss",240,1,83,15,12,5,0,23,85,33,0.3882,24,8,0.3333,15,9,0.6,16,34,50,0,0,0,0,"NY",240,1,92,18,9,8,6,18,70,33,0.4714,29,9,0.3103,24,17,0.7083,3,35,38,0,0,0,0,2338,-1,1
"14030","4/1/2014","20:00","BKN","Home","Win",240,2,105,23,13,9,5,26,83,44,0.5301,25,6,0.24,17,11,0.6471,6,36,42,0,0,0,0,"HOU",240,3,96,20,15,6,3,16,84,32,0.381,35,10,0.2857,28,22,0.7857,10,34,44,0,0,0,0,2339,0,1
"14036","4/1/2014","20:30","DAL","Home","Loss",265,3,120,27,9,7,5,12,96,47,0.4896,30,14,0.4667,16,12,0.75,15,28,43,12,0,0,0,"GS",265,2,122,33,13,6,3,16,91,52,0.5714,31,15,0.4839,6,3,0.5,10,34,44,14,0,0,0,2340,0,2
"14042","4/1/2014","22:30","LAL","Home","Loss",240,2,112,31,11,7,10,16,92,41,0.4457,25,11,0.44,22,19,0.8636,9,36,45,0,0,0,0,"POR",240,2,124,32,10,10,5,18,99,46,0.4646,29,13,0.4483,21,19,0.9048,11,39,50,0,0,0,0,2341,0,0
"14048","4/2/2014","19:00","IND","Home","Win",240,2,101,24,10,4,7,21,79,39,0.4937,18,5,0.2778,24,18,0.75,10,37,47,0,0,0,0,"DET",240,2,94,16,6,7,4,18,93,34,0.3656,16,7,0.4375,28,19,0.6786,17,30,47,0,0,0,0,2342,0,0
"14054","4/2/2014","19:00","NY","Home","Win",240,2,110,21,17,11,5,25,70,42,0.6,25,11,0.44,20,15,0.75,9,32,41,0,0,0,0,"BKN",240,1,81,11,16,9,0,16,65,26,0.4,26,8,0.3077,28,21,0.75,7,16,23,0,0,0,0,2343,2,0
"14060","4/2/2014","19:00","ORL","Home","Loss",240,3,98,21,17,6,4,21,79,35,0.443,28,11,0.3929,20,17,0.85,9,25,34,0,0,0,0,"CLE",240,3,119,28,12,7,4,15,78,45,0.5769,18,9,0.5,24,20,0.8333,6,31,37,0,0,0,0,2344,0,0
"14066","4/2/2014","19:00","PHI","Home","Loss",240,2,93,21,11,5,2,24,83,35,0.4217,18,4,0.2222,26,19,0.7308,7,25,32,0,0,0,0,"CHA",240,2,123,32,9,1,4,17,79,42,0.5316,22,12,0.5455,35,27,0.7714,9,38,47,0,0,0,0,2345,0,0
"14072","4/2/2014","19:00","TOR","Home","Win",240,2,107,20,14,7,3,25,75,34,0.4533,25,10,0.4,39,29,0.7436,3,33,36,0,0,0,0,"HOU",240,1,103,19,15,8,1,30,87,36,0.4138,26,9,0.3462,30,22,0.7333,10,37,47,0,0,0,0,2346,0,0
"14078","4/2/2014","19:00","WAS","Home","Win",240,2,118,29,21,8,4,24,72,45,0.625,19,10,0.5263,21,18,0.8571,6,35,41,0,0,0,0,"BOS",240,2,92,20,16,10,2,22,81,32,0.3951,24,3,0.125,30,25,0.8333,10,19,29,0,0,0,0,2347,0,1
"14084","4/2/2014","19:30","ATL","Home","Loss",240,2,92,24,16,7,3,17,72,32,0.4444,24,8,0.3333,26,20,0.7692,9,29,38,0,0,0,0,"CHI",240,2,105,27,13,13,3,19,78,40,0.5128,25,12,0.48,15,13,0.8667,7,29,36,0,0,0,0,2348,0,1
"14090","4/2/2014","19:30","MIA","Home","Win",240,2,96,22,10,12,5,12,77,39,0.5065,26,9,0.3462,14,9,0.6429,8,27,35,0,0,0,0,"MIL",240,2,77,18,21,3,3,16,73,32,0.4384,18,4,0.2222,9,9,1,11,31,42,0,0,0,0,2349,0,0
"14096","4/2/2014","20:00","MIN","Home","Win",240,2,102,31,15,8,6,13,81,43,0.5309,16,5,0.3125,16,11,0.6875,12,34,46,0,0,0,0,"MEM",240,2,88,24,11,6,3,15,95,40,0.4211,11,4,0.3636,6,4,0.6667,11,27,38,0,0,0,0,2350,0,1
"14102","4/2/2014","20:30","SA","Home","Win",240,2,111,29,13,6,2,12,83,44,0.5301,19,4,0.2105,22,19,0.8636,8,37,45,0,0,0,0,"GS",240,1,90,21,13,7,2,19,85,36,0.4235,21,8,0.381,10,10,1,7,26,33,0,0,0,0,2351,-1,0
"14108","4/2/2014","21:00","DEN","Home","Win",240,2,137,33,11,8,12,29,92,52,0.5652,27,15,0.5556,25,18,0.72,8,32,40,0,0,0,0,"NO",240,2,107,21,17,5,7,25,74,35,0.473,9,2,0.2222,45,35,0.7778,8,34,42,0,0,0,0,2352,0,-1
"14114","4/2/2014","22:00","PHO","Home","Loss",240,3,108,17,15,4,4,26,78,36,0.4615,28,8,0.2857,33,28,0.8485,14,24,38,0,0,0,0,"LAC",240,2,112,18,14,10,4,24,79,37,0.4684,26,11,0.4231,30,27,0.9,10,26,36,0,0,0,0,2353,1,-1
"14120","4/2/2014","22:00","SAC","Home","Win",240,2,107,16,8,8,4,18,86,42,0.4884,15,5,0.3333,27,18,0.6667,8,39,47,0,0,0,0,"LAL",240,1,102,26,10,7,6,21,96,37,0.3854,28,12,0.4286,20,16,0.8,14,38,52,0,0,0,0,2354,-2,0
"14126","4/3/2014","20:00","OKC","Home","Win",240,4,106,18,13,14,5,16,81,40,0.4938,18,6,0.3333,23,20,0.8696,8,31,39,0,0,0,0,"SA",240,1,94,18,19,5,3,18,88,38,0.4318,22,9,0.4091,12,9,0.75,13,29,42,0,0,0,0,2355,0,0
"14132","4/3/2014","22:30","LAC","Home","Loss",240,1,107,26,6,7,4,20,91,39,0.4286,27,6,0.2222,29,23,0.7931,12,29,41,0,0,0,0,"DAL",240,2,113,24,12,4,9,21,82,41,0.5,29,14,0.4828,20,17,0.85,8,38,46,0,0,0,0,2356,-1,-2
"14138","4/4/2014","19:00","MEM","Home","Win",240,2,100,18,12,9,4,26,83,32,0.3855,11,2,0.1818,38,34,0.8947,10,28,38,0,0,0,0,"DEN",240,2,92,16,20,7,4,27,80,29,0.3625,23,7,0.3043,32,27,0.8438,14,32,46,0,0,0,0,2357,0,1
"14144","4/4/2014","19:00","CHA","Home","Win",240,2,91,20,15,5,7,15,78,33,0.4231,16,6,0.375,23,19,0.8261,9,37,46,0,0,0,0,"ORL",240,2,80,15,13,8,10,25,87,31,0.3563,11,3,0.2727,18,15,0.8333,14,29,43,0,0,0,0,2358,0,0
"14150","4/4/2014","19:00","TOR","Home","Win",240,2,102,23,11,6,5,20,84,40,0.4762,22,10,0.4545,16,12,0.75,9,33,42,0,0,0,0,"IND",240,2,94,19,10,6,3,19,78,33,0.4231,11,6,0.5455,28,22,0.7857,8,31,39,0,0,0,0,2359,0,0
"14156","4/4/2014","19:30","ATL","Home","Win",240,2,117,35,17,1,3,17,82,48,0.5854,29,13,0.4483,10,8,0.8,2,36,38,0,0,0,0,"CLE",240,2,98,16,6,13,3,18,91,36,0.3956,21,5,0.2381,25,21,0.84,10,24,34,0,0,0,0,2360,0,0
"14162","4/4/2014","19:30","BOS","Home","Loss",240,2,102,23,22,4,5,27,87,38,0.4368,33,9,0.2727,21,17,0.8095,19,30,49,0,0,0,0,"PHI",240,2,111,21,14,12,4,21,77,39,0.5065,19,6,0.3158,37,27,0.7297,9,25,34,0,0,0,0,2361,0,0
"14168","4/4/2014","19:30","BKN","Home","Win",240,2,116,28,10,6,3,19,76,46,0.6053,31,15,0.4839,11,9,0.8182,2,24,26,0,0,0,0,"DET",240,2,104,23,10,6,2,14,88,41,0.4659,27,9,0.3333,21,13,0.619,19,27,46,0,0,0,0,2362,0,0
"14174","4/4/2014","19:30","MIA","Home","Loss",290,2,121,20,17,11,6,27,99,43,0.4343,36,11,0.3056,30,24,0.8,15,37,52,12,12,0,0,"MIN",290,2,122,27,18,10,5,22,93,43,0.4624,32,12,0.375,34,24,0.7059,10,36,46,12,13,0,0,2363,0,1
"14180","4/4/2014","19:30","NY","Home","Loss",240,2,89,23,17,9,1,14,76,34,0.4474,31,14,0.4516,8,7,0.875,8,26,34,0,0,0,0,"WAS",240,2,90,18,17,7,0,15,78,38,0.4872,19,5,0.2632,15,9,0.6,12,29,41,0,0,0,0,2364,0,0
"14186","4/4/2014","20:00","CHI","Home","Win",240,2,102,24,12,13,5,24,84,31,0.369,22,7,0.3182,42,33,0.7857,16,28,44,0,0,0,0,"MIL",240,2,90,17,20,7,9,24,68,31,0.4559,8,2,0.25,35,26,0.7429,9,29,38,0,0,0,0,2365,-1,-1
"14192","4/4/2014","21:00","UTA","Home","Win",240,4,100,22,17,8,6,24,64,33,0.5156,11,4,0.3636,35,30,0.8571,6,28,34,0,0,0,0,"NO",240,2,96,19,17,6,9,27,73,34,0.4658,19,8,0.4211,29,20,0.6897,9,27,36,0,0,0,0,2366,0,0
"14198","4/4/2014","21:30","HOU","Home","Win",240,2,111,21,12,8,2,21,78,33,0.4231,31,13,0.4194,37,32,0.8649,9,36,45,0,0,0,0,"OKC",240,1,107,24,14,5,8,24,85,38,0.4471,31,13,0.4194,20,18,0.9,10,35,45,0,0,0,0,2367,-1,0
"14204","4/4/2014","22:00","POR","Home","Loss",240,3,93,20,16,5,8,23,81,35,0.4321,21,6,0.2857,27,17,0.6296,13,35,48,0,0,0,0,"PHO",240,2,109,17,12,7,4,20,97,39,0.4021,21,6,0.2857,31,25,0.8065,23,36,59,0,0,0,0,2368,0,-1
"14210","4/4/2014","22:30","GS","Home","Win",240,2,102,25,13,6,5,22,93,42,0.4516,30,10,0.3333,12,8,0.6667,15,42,57,0,0,0,0,"SAC",240,2,69,12,16,4,2,14,78,25,0.3205,10,1,0.1,25,18,0.72,10,34,44,0,0,0,0,2369,-2,0
"14216","4/4/2014","22:30","LAL","Home","Loss",240,2,95,26,15,10,5,14,83,35,0.4217,28,7,0.25,24,18,0.75,10,28,38,0,0,0,0,"DAL",240,1,107,28,17,8,4,17,92,44,0.4783,21,5,0.2381,15,14,0.9333,15,37,52,0,0,0,0,2370,0,0
"14222","4/5/2014","19:00","ORL","Home","Win",240,1,100,29,23,7,4,23,79,43,0.5443,17,9,0.5294,9,5,0.5556,13,27,40,0,0,0,0,"MIN",240,1,92,26,13,11,6,10,77,36,0.4675,14,1,0.0714,28,19,0.6786,8,22,30,0,0,0,0,2371,0,0
"14228","4/5/2014","19:00","WAS","Home","Loss",240,1,78,16,12,6,4,19,86,34,0.3953,16,3,0.1875,12,7,0.5833,14,26,40,0,0,0,0,"CHI",240,1,96,24,11,7,4,14,79,35,0.443,23,9,0.3913,21,17,0.8095,11,34,45,0,0,0,0,2372,0,1
"14234","4/5/2014","19:30","CLE","Home","Loss",265,1,94,22,11,5,3,18,96,35,0.3646,22,7,0.3182,21,17,0.8095,10,41,51,12,0,0,0,"CHA",265,1,96,23,12,7,5,19,91,34,0.3736,26,9,0.3462,27,19,0.7037,12,46,58,14,0,0,0,2373,0,0
"14240","4/5/2014","19:30","DET","Home","Win",240,1,115,18,13,6,1,16,79,38,0.481,23,9,0.3913,36,30,0.8333,13,30,43,0,0,0,0,"BOS",240,1,111,25,12,8,3,24,88,42,0.4773,31,14,0.4516,16,13,0.8125,15,22,37,0,0,0,0,2374,0,0
"14246","4/5/2014","19:30","PHI","Home","Loss",240,1,101,27,13,6,2,26,79,36,0.4557,23,10,0.4348,27,19,0.7037,9,31,40,0,0,0,0,"BKN",240,1,105,29,14,6,3,20,80,41,0.5125,21,6,0.2857,23,17,0.7391,8,33,41,0,0,0,0,2375,0,0
"14252","4/5/2014","20:30","MIL","Home","Loss",240,1,98,28,10,5,5,21,79,38,0.481,9,1,0.1111,27,21,0.7778,12,25,37,0,0,0,0,"TOR",240,1,102,20,10,5,2,22,81,36,0.4444,27,12,0.4444,22,18,0.8182,12,27,39,0,0,0,0,2376,0,-1
"14258","4/6/2014","13:00","MIA","Home","Win",240,2,102,22,16,6,0,17,61,34,0.5574,27,12,0.4444,30,22,0.7333,7,28,35,0,0,0,0,"NY",240,2,91,18,11,10,2,24,88,33,0.375,42,15,0.3571,13,10,0.7692,15,23,38,0,0,0,0,2377,0,0
"14264","4/6/2014","15:30","LAC","Home","Win",240,3,120,28,17,12,5,17,83,47,0.5663,19,10,0.5263,26,16,0.6154,8,44,52,0,0,0,0,"LAL",240,2,97,26,15,9,0,19,86,36,0.4186,31,7,0.2258,23,18,0.7826,8,30,38,0,0,0,0,2378,0,0
"14270","4/6/2014","18:00","SAC","Home","Loss",240,2,91,21,13,6,3,17,76,36,0.4737,18,5,0.2778,20,14,0.7,6,34,40,0,0,0,0,"DAL",240,2,93,23,10,7,5,16,89,36,0.4045,31,13,0.4194,14,8,0.5714,16,29,45,0,0,0,0,2379,0,0
"14276","4/6/2014","18:00","IND","Home","Loss",240,2,88,18,11,9,3,26,78,32,0.4103,20,5,0.25,30,19,0.6333,10,25,35,0,0,0,0,"ATL",240,2,107,22,16,4,3,26,73,41,0.5616,27,12,0.4444,17,13,0.7647,5,35,40,0,0,0,0,2380,0,0
"14282","4/6/2014","19:00","HOU","Home","Win",265,2,130,24,15,15,10,19,98,45,0.4592,36,13,0.3611,40,27,0.675,15,35,50,13,0,0,0,"DEN",265,2,125,28,21,8,8,24,107,51,0.4766,31,14,0.4516,13,9,0.6923,15,39,54,8,0,0,0,2381,0,0
"14288","4/6/2014","19:00","SA","Home","Win",240,3,112,27,16,7,3,16,77,43,0.5584,22,9,0.4091,18,17,0.9444,6,34,40,0,0,0,0,"MEM",240,2,92,22,15,8,3,19,86,38,0.4419,14,5,0.3571,17,11,0.6471,13,24,37,0,0,0,0,2382,0,0
"14294","4/6/2014","21:00","GS","Home","Win",240,2,130,34,16,9,2,23,90,52,0.5778,33,17,0.5152,9,9,1,6,39,45,0,0,0,0,"UTA",240,2,102,27,12,13,1,13,86,39,0.4535,13,4,0.3077,28,20,0.7143,8,29,37,0,0,0,0,2383,0,-1
"14300","4/6/2014","21:00","PHO","Home","Win",240,2,122,17,12,6,2,24,77,45,0.5844,23,11,0.4783,31,21,0.6774,5,31,36,0,0,0,0,"OKC",240,2,115,17,12,6,4,30,84,40,0.4762,32,9,0.2813,32,26,0.8125,7,31,38,0,0,0,0,2384,1,-1
"14306","4/6/2014","21:00","POR","Home","Win",240,2,100,20,15,5,6,17,87,41,0.4713,22,5,0.2273,15,13,0.8667,14,36,50,0,0,0,0,"NO",240,2,94,21,10,10,4,19,90,38,0.4222,12,4,0.3333,18,14,0.7778,13,25,38,0,0,0,0,2385,0,-1
"14312","4/8/2014","19:30","ATL","Home","Loss",240,2,95,26,16,9,5,23,89,34,0.382,35,9,0.2571,24,18,0.75,17,31,48,0,0,0,0,"DET",240,3,102,14,15,13,4,20,86,37,0.4302,17,6,0.3529,32,22,0.6875,16,37,53,0,0,0,0,2386,0,0
"14318","4/8/2014","20:00","MIA","Home","Loss",240,2,87,17,13,9,3,15,69,33,0.4783,24,7,0.2917,19,14,0.7368,6,28,34,0,0,0,0,"BKN",240,3,88,13,17,9,7,14,68,36,0.5294,23,9,0.3913,14,7,0.5,4,31,35,0,0,0,0,2387,0,0
"14324","4/8/2014","20:00","MIN","Home","Win",240,3,110,23,16,9,3,18,91,42,0.4615,15,5,0.3333,26,21,0.8077,16,36,52,0,0,0,0,"SA",240,2,91,19,16,8,7,22,81,36,0.4444,17,4,0.2353,25,15,0.6,11,26,37,0,0,0,0,2388,-1,0
"14330","4/8/2014","21:00","UTA","Home","Loss",240,2,83,16,9,7,3,15,87,36,0.4138,24,4,0.1667,13,7,0.5385,23,24,47,0,0,0,0,"DAL",240,2,95,24,10,3,5,12,72,40,0.5556,23,9,0.3913,11,6,0.5455,6,30,36,0,0,0,0,2389,1,1
"14336","4/8/2014","22:00","SAC","Home","Loss",240,2,92,13,10,5,4,18,82,34,0.4146,14,3,0.2143,28,21,0.75,13,31,44,0,0,0,0,"OKC",240,2,107,23,6,5,4,23,80,38,0.475,22,12,0.5455,27,19,0.7037,10,29,39,0,0,0,0,2390,0,-1
